provider,model,condition_case_id,case_id,artifact_id,study_family,source_id,source_owner,ecosystem,case_type,condition,expected_behavior,pilot_status,run_status,resume_status,credential_env,credential_available,content_boundary,raw_output_path,evidence_boundary
deepseek,deepseek-v4-flash,ext-art-234-pos::skillops_normalized,ext-art-234-pos,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-pos::skillops_ablation,ext-art-234-pos,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-neg::original_freeform,ext-art-234-neg,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-neg::skillops_normalized,ext-art-234-neg,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-neg::skillops_ablation,ext-art-234-neg,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-bnd::original_freeform,ext-art-234-bnd,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-bnd::skillops_normalized,ext-art-234-bnd,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-bnd::skillops_ablation,ext-art-234-bnd,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-risk::original_freeform,ext-art-234-risk,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-risk::skillops_normalized,ext-art-234-risk,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
deepseek,deepseek-v4-flash,ext-art-234-risk::skillops_ablation,ext-art-234-risk,ext-art-234,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,DEEPSEEK_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-pos::original_freeform,ext-art-063-pos,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-pos::skillops_normalized,ext-art-063-pos,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-pos::skillops_ablation,ext-art-063-pos,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-neg::original_freeform,ext-art-063-neg,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-neg::skillops_normalized,ext-art-063-neg,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-neg::skillops_ablation,ext-art-063-neg,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-bnd::original_freeform,ext-art-063-bnd,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-bnd::skillops_normalized,ext-art-063-bnd,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-bnd::skillops_ablation,ext-art-063-bnd,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-risk::original_freeform,ext-art-063-risk,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-risk::skillops_normalized,ext-art-063-risk,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-063-risk::skillops_ablation,ext-art-063-risk,ext-art-063,agent_skills,voltagent-awesome,behisecc,community-index,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-pos::original_freeform,ext-art-067-pos,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-pos::skillops_normalized,ext-art-067-pos,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-pos::skillops_ablation,ext-art-067-pos,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-neg::original_freeform,ext-art-067-neg,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-neg::skillops_normalized,ext-art-067-neg,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-neg::skillops_ablation,ext-art-067-neg,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-bnd::original_freeform,ext-art-067-bnd,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-bnd::skillops_normalized,ext-art-067-bnd,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-bnd::skillops_ablation,ext-art-067-bnd,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-risk::original_freeform,ext-art-067-risk,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-risk::skillops_normalized,ext-art-067-risk,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-067-risk::skillops_ablation,ext-art-067-risk,ext-art-067,agent_skills,voltagent-awesome,cosmoblk,community-index,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-pos::original_freeform,ext-art-070-pos,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-pos::skillops_normalized,ext-art-070-pos,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-pos::skillops_ablation,ext-art-070-pos,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-neg::original_freeform,ext-art-070-neg,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-neg::skillops_normalized,ext-art-070-neg,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-neg::skillops_ablation,ext-art-070-neg,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-bnd::original_freeform,ext-art-070-bnd,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-bnd::skillops_normalized,ext-art-070-bnd,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-bnd::skillops_ablation,ext-art-070-bnd,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-risk::original_freeform,ext-art-070-risk,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-risk::skillops_normalized,ext-art-070-risk,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-070-risk::skillops_ablation,ext-art-070-risk,ext-art-070,agent_skills,voltagent-awesome,eronred,community-index,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-pos::original_freeform,ext-art-073-pos,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-pos::skillops_normalized,ext-art-073-pos,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-pos::skillops_ablation,ext-art-073-pos,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-neg::original_freeform,ext-art-073-neg,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-neg::skillops_normalized,ext-art-073-neg,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-neg::skillops_ablation,ext-art-073-neg,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-bnd::original_freeform,ext-art-073-bnd,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-bnd::skillops_normalized,ext-art-073-bnd,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-bnd::skillops_ablation,ext-art-073-bnd,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-risk::original_freeform,ext-art-073-risk,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-risk::skillops_normalized,ext-art-073-risk,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-073-risk::skillops_ablation,ext-art-073-risk,ext-art-073,agent_skills,voltagent-awesome,heshamfs,community-index,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-pos::original_freeform,ext-art-079-pos,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-pos::skillops_normalized,ext-art-079-pos,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-pos::skillops_ablation,ext-art-079-pos,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-neg::original_freeform,ext-art-079-neg,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-neg::skillops_normalized,ext-art-079-neg,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-neg::skillops_ablation,ext-art-079-neg,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-bnd::original_freeform,ext-art-079-bnd,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-bnd::skillops_normalized,ext-art-079-bnd,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-bnd::skillops_ablation,ext-art-079-bnd,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-risk::original_freeform,ext-art-079-risk,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,risk_constraint,original_freeform,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-risk::skillops_normalized,ext-art-079-risk,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,risk_constraint,skillops_normalized,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-079-risk::skillops_ablation,ext-art-079-risk,ext-art-079,agent_skills,voltagent-awesome,mohamedabdallah-14,community-index,risk_constraint,skillops_ablation,apply_constraint_or_refuse,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-pos::original_freeform,ext-art-080-pos,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,positive_trigger,original_freeform,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-pos::skillops_normalized,ext-art-080-pos,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,positive_trigger,skillops_normalized,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-pos::skillops_ablation,ext-art-080-pos,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,positive_trigger,skillops_ablation,trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-neg::original_freeform,ext-art-080-neg,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,negative_trigger,original_freeform,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-neg::skillops_normalized,ext-art-080-neg,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,negative_trigger,skillops_normalized,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-neg::skillops_ablation,ext-art-080-neg,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,negative_trigger,skillops_ablation,no_trigger,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-bnd::original_freeform,ext-art-080-bnd,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,boundary_clarification,original_freeform,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-bnd::skillops_normalized,ext-art-080-bnd,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,boundary_clarification,skillops_normalized,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
kimi,kimi-k2.7-code,ext-art-080-bnd::skillops_ablation,ext-art-080-bnd,ext-art-080,agent_skills,voltagent-awesome,nvidia,community-index,boundary_clarification,skillops_ablation,clarify_scope,selected_pending_label_review,not_run,pending,MOONSHOT_API_KEY,false,metadata_only_no_third_party_prose_or_code_copied,,pilot_logistics_not_external_effect_estimate
