condition_case_id,case_id,artifact_id,study_family,source_id,source_owner,ecosystem,artifact_family_group,case_type,condition,expected_behavior,risk_label,pilot_status
ext-art-224-neg::skillops_normalized,ext-art-224-neg,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-224-neg::skillops_ablation,ext-art-224-neg,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-224-bnd::original_freeform,ext-art-224-bnd,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-224-bnd::skillops_normalized,ext-art-224-bnd,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-224-bnd::skillops_ablation,ext-art-224-bnd,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-224-risk::original_freeform,ext-art-224-risk,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-224-risk::skillops_normalized,ext-art-224-risk,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-224-risk::skillops_ablation,ext-art-224-risk,ext-art-224,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-237-pos::original_freeform,ext-art-237-pos,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-237-pos::skillops_normalized,ext-art-237-pos,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-237-pos::skillops_ablation,ext-art-237-pos,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-237-neg::original_freeform,ext-art-237-neg,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-237-neg::skillops_normalized,ext-art-237-neg,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-237-neg::skillops_ablation,ext-art-237-neg,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-237-bnd::original_freeform,ext-art-237-bnd,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-237-bnd::skillops_normalized,ext-art-237-bnd,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-237-bnd::skillops_ablation,ext-art-237-bnd,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-237-risk::original_freeform,ext-art-237-risk,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-237-risk::skillops_normalized,ext-art-237-risk,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-237-risk::skillops_ablation,ext-art-237-risk,ext-art-237,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-240-pos::original_freeform,ext-art-240-pos,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,original_freeform,trigger,none,selected_pending_annotation
ext-art-240-pos::skillops_normalized,ext-art-240-pos,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_normalized,trigger,none,selected_pending_annotation
ext-art-240-pos::skillops_ablation,ext-art-240-pos,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,positive_trigger,skillops_ablation,trigger,none,selected_pending_annotation
ext-art-240-neg::original_freeform,ext-art-240-neg,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,original_freeform,no_trigger,permission_boundary,selected_pending_annotation
ext-art-240-neg::skillops_normalized,ext-art-240-neg,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_normalized,no_trigger,permission_boundary,selected_pending_annotation
ext-art-240-neg::skillops_ablation,ext-art-240-neg,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,negative_trigger,skillops_ablation,no_trigger,permission_boundary,selected_pending_annotation
ext-art-240-bnd::original_freeform,ext-art-240-bnd,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,original_freeform,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-240-bnd::skillops_normalized,ext-art-240-bnd,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_normalized,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-240-bnd::skillops_ablation,ext-art-240-bnd,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,boundary_clarification,skillops_ablation,clarify_scope,execution_constraint,selected_pending_annotation
ext-art-240-risk::original_freeform,ext-art-240-risk,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,original_freeform,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-240-risk::skillops_normalized,ext-art-240-risk,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_normalized,apply_constraint_or_refuse,privacy,selected_pending_annotation
ext-art-240-risk::skillops_ablation,ext-art-240-risk,ext-art-240,prompt_and_function_recipes,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,risk_constraint,skillops_ablation,apply_constraint_or_refuse,privacy,selected_pending_annotation
